1;-2.27739896; 0.45650956;-0.0156085 ; 0.0640126 
1;-2.07369973;-0.68833068;-0.18763569; 0.18916855
1;-2.35890879;-0.37718836;-0.01431899;-0.0715175 
1;-2.28811164;-0.63824443; 0.07487595;-0.07826828
1;-2.40335848; 0.61193796; 0.09390289;-0.06331553
1;-2.10518277; 1.46253841; 0.1010121 ;-0.11426615
1;-2.44162369;-0.00535197; 0.15525604;-0.34634488
1;-2.23989182; 0.195739  ; 0.02788038; 0.05123204
1;-2.3129674 ;-1.15892899; 0.02473553;-0.12191878
1;-2.18054098;-0.48939626;-0.04455866; 0.24020961
1;-2.191672  ; 1.02972244;-0.01911518; 0.18073235
1;-2.3283442 ; 0.09039685; 0.18088064;-0.08887666
1;-2.20961386;-0.74959578;-0.0924819 ; 0.21536946
1;-2.61383988;-1.01138082; 0.03863544;-0.16806613
1;-2.24332222; 1.86456242;-0.20322891; 0.2921433 
1;-2.31459082; 2.660478  ; 0.12798009;-0.17841243
1;-2.23834281; 1.46368047;-0.08181212;-0.13838531
1;-2.20235603; 0.46524634;-0.05711519;-0.03525755
1;-1.93252378; 1.40342986;-0.07428679; 0.25847062
1;-2.36433099; 1.08883098; 0.15618371;-0.19200442
1;-1.92982701; 0.40528124;-0.09529591; 0.35556859
1;-2.22419974; 0.88961104; 0.05881273;-0.23701569
1;-2.78000332; 0.40296676; 0.12566707;-0.37971167
1;-1.82222349; 0.06594991;-0.11473897;-0.10719071
1;-2.22847417; 0.0895403 ; 0.31799881;-0.07078729
1;-1.94624851;-0.6363734 ;-0.14987068; 0.27429738
1;-2.05651595; 0.21292705;-0.00942695;-0.14127848
1;-2.18323775; 0.50875236;-0.02354954; 0.14311164
1;-2.15143944; 0.30108116;-0.12511988; 0.19134074
1;-2.25903875;-0.37804491; 0.12279918;-0.05342813
1;-2.13307923;-0.53347331; 0.0132878 ; 0.0739    
1;-1.84632117; 0.42332584;-0.26972141; 0.14496871
1;-2.64881062; 1.74775591; 0.35314284;-0.08317153
1;-2.48953244; 2.12231988; 0.16085306;-0.02352263
1;-2.18054098;-0.48939626;-0.04455866; 0.24020961
1;-2.20958521;-0.21931789;-0.22096635; 0.14166044
1;-2.06720418; 0.66690835;-0.27590296; 0.35025979
1;-2.18054098;-0.48939626;-0.04455866; 0.24020961
1;-2.41134573;-0.95068676; 0.03489376;-0.18220746
1;-2.17902062; 0.24826732;-0.02576672; 0.12430128
1;-2.29651724; 0.41300354;-0.04917414;-0.11435658
1;-1.81981334;-2.3451187 ;-0.45131   ; 0.17140384
1;-2.54152238;-0.53477331; 0.14662232;-0.29072523
1;-1.97151842; 0.43835733;-0.03657606;-0.39407768
1;-2.15612801; 1.0964257 ; 0.29750123;-0.26715541
1;-2.059528  ;-0.73212222;-0.17549529; 0.01682915
1;-2.40608391; 1.07980869; 0.24339646;-0.08670448
1;-2.38648998;-0.43000219; 0.08503417;-0.13855696
1;-2.2525432 ; 0.97719412; 0.03453192; 0.10766311
1;-2.20809351;-0.0119322 ;-0.07368995; 0.09946113
0; 1.07350431; 0.92609674;-0.19227677; 0.62284613
0; 0.71674003; 0.62023465;-0.00331296; 0.07310093
0; 1.21934439; 0.67377745;-0.14458853; 0.5168252 
2; 0.43815825;-1.74017668;-0.16878446; 0.07219907
2; 1.07125453;-0.15934943;-0.23471113; 0.36923551
2; 0.40090908;-0.59676402; 0.23177301;-0.02280792
0; 0.73240346; 0.7838288 ; 0.15610383;-0.14143777
2;-0.45031613;-1.87160159; 0.01354012;-0.16487335
2; 0.91695155; 0.08366205;-0.14948056; 0.58658618
2; 0.03694428;-1.05691245; 0.12840121;-0.46934415
2;-0.06251162;-2.65147119;-0.17215199; 0.13729103
2; 0.44269065;-0.05746383; 0.01607582;-0.20181689
2; 0.58247377;-1.71170215;-0.36836416; 0.78961465
2; 0.7209285 ;-0.17052828; 0.12295431; 0.12799959
2;-0.02466055;-0.43876597;-0.0700701 ;-0.20440417
0; 0.856109  ; 0.56141162;-0.22431791; 0.43980791
2; 0.3599471 ;-0.21590534; 0.31413529;-0.40293525
2; 0.16857977;-0.77726069; 0.06395749; 0.37821151
2; 1.24588087;-1.5643892 ;-0.45466156; 0.46955131
2; 0.18547693;-1.28892296;-0.07339567; 0.22926106
0; 0.73738286; 0.38294685; 0.27752063;-0.57196638
2; 0.47794381;-0.38522316;-0.21134567; 0.2393201 
2; 1.24464714;-0.88913278;-0.1578916 ; 0.40396306
2; 0.63593097;-0.39595856; 0.15010341; 0.38079879
2; 0.69533912;-0.02053804;-0.17930453; 0.42235832
0; 0.86032613; 0.30092658;-0.22653509; 0.42099756
0; 1.24540522;-0.01107229;-0.26273363; 0.69977298
0; 1.34606619; 0.37795214;-0.13046594; 0.23243508
2; 0.66852021;-0.21374879; 0.0436826 ;-0.05639938
2;-0.02694318;-1.03603263;-0.21249602; 0.32322241
2; 0.15640404;-1.54912248;-0.1213189 ; 0.20442092
2; 0.0480711 ;-1.55757375;-0.12551826; 0.29766128
2; 0.2520856 ;-0.7592161 ;-0.11046801; 0.16761162
2; 1.07347986;-0.62263855; 0.16468368;-0.01097302
2; 0.2382047 ;-0.32096197; 0.42142949;-0.54907374
0; 0.41812152; 0.8347716 ; 0.28149731;-0.42696398
0; 1.03102197; 0.56929185;-0.12870644; 0.35862713
2; 1.05828787;-1.3210922 ;-0.41513705; 0.68087219
2; 0.07670119;-0.23223683; 0.21432445;-0.2285141 
2; 0.3079816 ;-1.32426324;-0.0570559 ;-0.0363187 
2; 0.30101039;-1.12618536; 0.2231393 ; 0.03281173
2;0.62255017;0.03771396;0.13311253;0.06771092
2; 0.35046394;-0.96745834;-0.12062623; 0.2279003 
2;-0.32435661;-2.02702999;-0.09597126;-0.03754521
2; 0.30525617;-0.85639251; 0.09243767;-0.05970765
2; 0.09581947;-0.18873081; 0.2478901 ;-0.05014491
2; 0.23595072;-0.38795075; 0.15051913;-0.09515618
2; 0.57359672;-0.12559468;-0.07201032; 0.27621983
2;-0.41848917;-1.5489949 ;-0.21651466;-0.19035327
2; 0.26774903;-0.59562195; 0.04894879;-0.04692708
0; 1.84055998; 0.8587481 ; 0.3767223 ;-0.95648189
2; 1.17686625;-0.70148485; 0.1474578 ;-0.45492198
0; 2.1893328 ; 0.62044288;-0.09972662; 0.18189955
0; 1.44245272;-0.03309418; 0.26098782;-0.06867442
0; 1.86585853; 0.31429526; 0.13494323;-0.36181586
0; 2.72671887; 0.88108585;-0.04801974; 0.5894543 
2; 0.40937619;-1.60591361; 0.32733021;-0.84166583
0;2.28419478;0.49019039;0.0444592 ;0.70422655
0; 2.01287083;-0.65537882;-0.08564559; 0.45269768
0; 2.2264258 ; 1.9550876 ; 0.10719729;-0.45560557
0; 1.35256594; 0.71473376; 0.00974279;-0.31400186
0; 1.60867346;-0.38688597;-0.0830127 ;-0.00444693
0; 1.87355916; 0.46399999;-0.12160954;-0.06142734
2; 1.28792462;-1.16090431; 0.00216359;-0.52477339
2; 1.48699257;-0.44984423;-0.0042114 ;-1.00553164
0; 1.58340356; 0.68784475; 0.03028192;-0.67282198
0;1.46581678;0.2802047 ;0.16385185;0.01717539
0;2.37521642;2.6057192 ;0.34944676;0.13521209
0; 3.29789926; 0.11840429;-0.27101919; 0.69910816
2; 1.29058854;-1.67087342;-0.11883708; 0.35356178
0; 2.02091959; 0.94934427;-0.05512936;-0.2833566 
2; 0.99849844;-0.58927695; 0.17769747;-0.76664909
0; 2.8760138 ; 0.50867843;-0.12618265; 0.87634127
2; 1.33959929;-0.447009  ;-0.17068313;-0.00236518
0; 1.68400301; 1.0347708 ; 0.19104251;-0.28521367
0;1.92818857;1.06238878;0.12858097;0.45029127
2; 1.18034975;-0.29129508;-0.1068778 ;-0.1357231 
0; 1.02259192; 0.07180452; 0.10420392;-0.31128033
0; 1.79354103;-0.16231224; 0.02695636;-0.23915675
0;1.84169934;0.62957281;0.00845369;0.74528978
0; 2.41861721; 0.3440698 ;-0.19797099; 0.72022495
0;2.24700292;2.69415883;0.18804778;0.46180151
0; 1.86858396;-0.15357546;-0.01455034;-0.33842691
2; 1.1159622 ;-0.26583365; 0.10111335; 0.25324598
2; 1.21580358;-0.79696809; 0.36671596; 0.34504437
0; 2.77122587; 0.95251531;-0.41321051; 0.43383429
0; 1.56726868; 1.0591101 ; 0.29126906;-0.93558979
0; 1.33985726; 0.4356331 ; 0.27336323;-0.11015274
2; 0.92843071; 0.01956172; 0.11214496;-0.39037936
0; 1.83605202; 0.72477054;-0.16509842;-0.04864678
0; 2.00601844; 0.64535321;-0.09091219;-0.48053615
0; 1.88626785; 0.74310065;-0.38522997;-0.26527646
2; 1.17686625;-0.70148485; 0.1474578 ;-0.45492198
0; 2.02662842; 0.89624492; 0.08992985;-0.34436626
0; 1.98417473; 1.06971792; 0.02501573;-0.68229429
0; 1.86290379; 0.42980178;-0.288094  ;-0.35112627
2; 1.57810887;-0.85447118;-0.27821233; 0.01291223
0; 1.5160326 ; 0.29853481;-0.05627971;-0.19945429
0; 1.36477453; 0.99841604; 0.29501074;-0.92144846
2; 0.96742955;-0.03382315; 0.30291023;-0.44535924
