0;-0.0191714 ; 1.3333043 ; 0.0738929 ; 0.22513165;-0.57946524
0; 0.28094889; 1.54194   ;-0.03807497;-1.07508764;-0.35448896
0;-0.05153803; 0.69490594; 0.3174685 ;-2.90885521;-1.17028309
0; 0.17857467; 1.20014365; 0.99621272; 1.71437572;-1.68055176
0;0.02467485;1.62375979;1.27503315;0.37928003;1.17079316
0; 0.13355031; 1.29689395; 1.59126353; 0.5763882 ;-0.28241789
0; 0.59015562; 1.44407953; 0.12117599;-0.64058527; 0.37903875
0;-0.14501977; 0.7898397 ; 0.95802624;-1.67074652;-0.36176758
0;-0.29353493; 1.17237908;-1.17682569;-0.90672675; 0.66688592
0;-0.36080229; 1.52877937; 0.90798823; 0.00906967;-0.47527614
0; 0.01472877; 1.95244932;-0.04227536;-0.20001402; 1.21951831
0;-0.32614252; 1.15647857;-0.92474559; 2.48241883;-0.51647208
0;-0.13174561; 1.44114189;-0.93923985; 0.50462101; 0.08092217
0;-0.12382486; 1.01429372;-0.32001072;-0.35265763; 0.18902532
0;-0.07820946; 2.07904882;-0.15736073;-0.85478061; 0.95315751
0; 0.05852752; 1.90056653;-0.4859261 ; 0.81255542;-1.29187023
0;0.07896326;1.27327874;0.1131236 ;1.50293835;0.74732449
0; 0.20529006; 1.17856147;-1.8470172 ;-0.66264633; 0.04610928
0;-0.52946855; 1.09100834; 1.80621644;-0.40352434;-0.23514382
0;0.23018515;1.72001186;0.27156212;1.40261808;0.08122343
0;0.01721841;1.01583818;1.08362115;0.70589108;1.85217024
0; 0.17163387; 1.22221975; 1.38378906; 0.02893899;-0.97445174
0;-0.15866116; 1.15119408;-0.04750202;-0.2346412 ; 0.07851461
0;-0.25989891; 1.19857649; 0.68931353;-1.14755102;-0.12563745
0;-0.20216261; 1.87923078; 0.70613681; 0.69763238; 1.28306089
0;0.20546573;1.24065065;0.88994425;0.40060214;1.81834869
0; 0.1876507 ; 1.26898452; 0.01609529;-0.1399562 ; 0.30578984
0; 0.03434232; 1.46062744;-0.78515846; 0.82004048; 0.24179731
0; 0.21056466; 0.79743054; 2.39117875;-0.56232207;-0.82083962
0; 0.29544163; 0.87330872; 0.28716299;-1.94514499;-1.08892643
0;-0.4274221 ; 1.40860433; 0.57254069; 0.15886599; 0.04188607
0; 0.4772675 ; 1.42940809;-0.87533513;-0.03532854; 0.39854256
0;-0.25507739; 1.10175369;-1.84219616;-1.66986719; 0.05302153
0; 0.01213539; 1.13433257;-0.37200542; 0.1674974 ; 0.62701022
0; 0.08440264; 1.2537027 ;-0.26620703;-1.16555432;-0.43599297
0; 0.56478787; 1.63552129; 2.54932994;-2.18640134;-0.32309658
0; 0.22170587; 1.19831828; 1.27745739; 0.41420596;-0.60009899
0; 0.24206484; 1.57242398; 2.4128251 ; 0.53750382;-0.65572233
0; 0.63976991; 1.73577373; 0.18493798;-0.13800269; 0.4879589 
0;-0.5800739 ; 1.33686249;-0.8532992 ; 3.32477856;-0.35793369
0; 0.31611821; 1.35857457;-0.95423348; 0.80120886; 1.54488258
0;-0.63676468; 1.16542136; 0.8568158 ;-0.7417343 ;-0.04308295
0;-0.32819668; 1.15781856;-0.34616934; 0.88714131;-1.95654298
0;0.25946254;1.56500742;0.6424713 ;0.0387314 ;0.17669831
0; 0.44012653; 1.25685206;-0.59533091;-0.92949012;-0.24412227
0; 0.06154964; 1.06707749; 0.50774491;-1.11103812; 0.10973742
0; 0.35366604; 1.57728149; 0.90621107; 2.07164065;-0.59739665
0; 0.39441878; 1.52464697; 0.41611517;-0.58009638;-0.83631738
0;-0.19986826; 1.68192239;-0.5445443 ; 0.58843185; 1.29121738
0;0.42976087;0.81196035;1.36584565;0.226185  ;0.20924289
0; 0.25386061; 1.08706324; 0.61114333; 0.81684423;-1.2658034 
0;-0.25347937; 1.22285667; 0.00568658; 1.18071087;-0.96018392
0; 0.56055589; 1.1440105 ;-1.34403203;-1.98041409;-0.49603364
0;-0.10244066; 1.37377218;-0.66436535; 1.24418964;-2.56538931
0;-0.42853992; 0.81321812;-0.89108886; 0.86807763; 1.01806877
0;-0.4972367 ; 1.08414135; 0.93359363;-0.36518575; 1.81340817
0; 0.29049583; 1.24062884; 0.79391615;-0.57058691;-1.20507402
0; 0.04872296; 1.51967117;-1.11006555; 1.93271766; 0.80390081
0; 0.5622979 ; 1.5337687 ;-0.16707845;-1.53608581; 0.97930279
0;0.40887646;1.29706646;0.92471852;0.23789774;0.26644184
0; 0.17484077; 1.38167363; 0.32398054;-1.1745625 ; 1.11010345
0;-0.54381468; 1.09039765;-0.36671318;-1.65413543;-0.80166966
0;-0.22046506; 1.05407707; 0.02265919; 1.13769058; 0.94237793
0; 0.22907894; 1.3889231 ;-0.21301847; 0.6831947 ;-0.19749524
0; 0.29986235; 1.03004117; 0.27568962;-1.62594734;-0.18557782
